date,name,value
2008-01-01,Diseases of the musculoskeletal system and connective tissue,25
2008-01-01,Diseases of the genitourinary system,124
2008-01-01,"Pregnancy, childbirth and the puerperium",3
2008-01-01,Certain conditions originating in the perinatal period,42
2008-01-01,"Congenital malformations, deformations and chromosomal abnormalities",23
2008-01-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",38
2008-01-01,External causes of morbidity and mortality,272
2008-02-01,Certain infectious and parasitic diseases,122
2008-02-01,Neoplasms,1069
2008-02-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,23
2008-02-01,"Endocrine, nutritional and metabolic diseases",218
2008-02-01,Mental and behavioural disorders,121
2008-02-01,Diseases of the nervous system,157
2008-02-01,Diseases of the circulatory system,1472
2008-02-01,Diseases of the respiratory system,416
2008-02-01,Diseases of the digestive system,143
2008-02-01,Diseases of the skin and subcutaneous tissue,6
2008-02-01,Diseases of the musculoskeletal system and connective tissue,31
2008-02-01,Diseases of the genitourinary system,102
2008-02-01,"Pregnancy, childbirth and the puerperium",4
2008-02-01,Certain conditions originating in the perinatal period,47
2008-02-01,"Congenital malformations, deformations and chromosomal abnormalities",32
2008-02-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",38
2008-02-01,External causes of morbidity and mortality,245
2008-03-01,Certain infectious and parasitic diseases,134
2008-03-01,Neoplasms,1090
2008-03-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,16
2008-03-01,"Endocrine, nutritional and metabolic diseases",196
2008-03-01,Mental and behavioural disorders,124
2008-03-01,Diseases of the nervous system,174
2008-03-01,Diseases of the circulatory system,1528
2008-03-01,Diseases of the respiratory system,436
2008-03-01,Diseases of the digestive system,149
2008-03-01,Diseases of the skin and subcutaneous tissue,7
2008-03-01,Diseases of the musculoskeletal system and connective tissue,25
2008-03-01,Diseases of the genitourinary system,93
2008-03-01,"Pregnancy, childbirth and the puerperium",4
2008-03-01,Certain conditions originating in the perinatal period,59
2008-03-01,"Congenital malformations, deformations and chromosomal abnormalities",27
2008-03-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",44
2008-03-01,External causes of morbidity and mortality,249
2008-04-01,Certain infectious and parasitic diseases,113
2008-04-01,Neoplasms,997
2008-04-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,14
2008-04-01,"Endocrine, nutritional and metabolic diseases",184
2008-04-01,Mental and behavioural disorders,117
2008-04-01,Diseases of the nervous system,141
2008-04-01,Diseases of the circulatory system,1383
2008-04-01,Diseases of the respiratory system,375
2008-04-01,Diseases of the digestive system,134
2008-04-01,Diseases of the skin and subcutaneous tissue,4
2008-04-01,Diseases of the musculoskeletal system and connective tissue,27
2008-04-01,Diseases of the genitourinary system,98
2008-04-01,"Pregnancy, childbirth and the puerperium",3
2008-04-01,Certain conditions originating in the perinatal period,36
2008-04-01,"Congenital malformations, deformations and chromosomal abnormalities",29
2008-04-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",38
2008-04-01,External causes of morbidity and mortality,297
2008-05-01,Certain infectious and parasitic diseases,121
2008-05-01,Neoplasms,1096
2008-05-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,19
2008-05-01,"Endocrine, nutritional and metabolic diseases",179
2008-05-01,Mental and behavioural disorders,86
2008-05-01,Diseases of the nervous system,135
2008-05-01,Diseases of the eye and adnexa,1
2008-05-01,Diseases of the circulatory system,1360
2008-05-01,Diseases of the respiratory system,326
2008-05-01,Diseases of the digestive system,125
2008-05-01,Diseases of the skin and subcutaneous tissue,6
2008-05-01,Diseases of the musculoskeletal system and connective tissue,32
2008-05-01,Diseases of the genitourinary system,96
2008-05-01,"Pregnancy, childbirth and the puerperium",1
2008-05-01,Certain conditions originating in the perinatal period,43
2008-05-01,"Congenital malformations, deformations and chromosomal abnormalities",29
2008-05-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",34
2008-05-01,External causes of morbidity and mortality,283
2008-06-01,Certain infectious and parasitic diseases,104
2008-06-01,Neoplasms,1084
2008-06-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,14
2008-06-01,"Endocrine, nutritional and metabolic diseases",168
2008-06-01,Mental and behavioural disorders,115
2008-06-01,Diseases of the nervous system,134
2008-06-01,Diseases of the circulatory system,1215
2008-06-01,Diseases of the respiratory system,283
2008-06-01,Diseases of the digestive system,124
2008-06-01,Diseases of the skin and subcutaneous tissue,9
2008-06-01,Diseases of the musculoskeletal system and connective tissue,20
2008-06-01,Diseases of the genitourinary system,100
2008-06-01,"Pregnancy, childbirth and the puerperium",1
2008-06-01,Certain conditions originating in the perinatal period,37
2008-06-01,"Congenital malformations, deformations and chromosomal abnormalities",23
2008-06-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",31
2008-06-01,External causes of morbidity and mortality,275
2008-07-01,Certain infectious and parasitic diseases,117
2008-07-01,Neoplasms,1082
2008-07-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,14
2008-07-01,"Endocrine, nutritional and metabolic diseases",183
2008-07-01,Mental and behavioural disorders,111
2008-07-01,Diseases of the nervous system,110
2008-07-01,Diseases of the circulatory system,1188
2008-07-01,Diseases of the respiratory system,267
2008-07-01,Diseases of the digestive system,122
2008-07-01,Diseases of the skin and subcutaneous tissue,4
2008-07-01,Diseases of the musculoskeletal system and connective tissue,21
2008-07-01,Diseases of the genitourinary system,90
2008-07-01,"Pregnancy, childbirth and the puerperium",5
2008-07-01,Certain conditions originating in the perinatal period,39
2008-07-01,"Congenital malformations, deformations and chromosomal abnormalities",23
2008-07-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",39
2008-07-01,External causes of morbidity and mortality,295
2008-08-01,Certain infectious and parasitic diseases,104
2008-08-01,Neoplasms,1117
2008-08-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,17
2008-08-01,"Endocrine, nutritional and metabolic diseases",142
2008-08-01,Mental and behavioural disorders,93
2008-08-01,Diseases of the nervous system,143
2008-08-01,Diseases of the circulatory system,1168
2008-08-01,Diseases of the respiratory system,257
2008-08-01,Diseases of the digestive system,127
2008-08-01,Diseases of the skin and subcutaneous tissue,3
2008-08-01,Diseases of the musculoskeletal system and connective tissue,17
2008-08-01,Diseases of the genitourinary system,93
2008-08-01,"Pregnancy, childbirth and the puerperium",3
2008-08-01,Certain conditions originating in the perinatal period,31
2008-08-01,"Congenital malformations, deformations and chromosomal abnormalities",27
2008-08-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",39
2008-08-01,External causes of morbidity and mortality,305
2008-09-01,Certain infectious and parasitic diseases,95
2008-09-01,Neoplasms,1088
2008-09-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,11
2008-09-01,"Endocrine, nutritional and metabolic diseases",164
2008-09-01,Mental and behavioural disorders,91
2008-09-01,Diseases of the nervous system,146
2008-09-01,Diseases of the circulatory system,1106
2008-09-01,Diseases of the respiratory system,251
2008-09-01,Diseases of the digestive system,104
2008-09-01,Diseases of the skin and subcutaneous tissue,2
2008-09-01,Diseases of the musculoskeletal system and connective tissue,26
2008-09-01,Diseases of the genitourinary system,84
2008-09-01,"Pregnancy, childbirth and the puerperium",2
2008-09-01,Certain conditions originating in the perinatal period,44
2008-09-01,"Congenital malformations, deformations and chromosomal abnormalities",24
2008-09-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",36
2008-09-01,External causes of morbidity and mortality,295
2008-10-01,Certain infectious and parasitic diseases,109
2008-10-01,Neoplasms,1174
2008-10-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,20
2008-10-01,"Endocrine, nutritional and metabolic diseases",205
2008-10-01,Mental and behavioural disorders,123
2008-10-01,Diseases of the nervous system,145
2008-10-01,Diseases of the eye and adnexa,1
2008-10-01,Diseases of the circulatory system,1308
2008-10-01,Diseases of the respiratory system,263
2008-10-01,Diseases of the digestive system,113
2008-10-01,Diseases of the skin and subcutaneous tissue,7
2008-10-01,Diseases of the musculoskeletal system and connective tissue,23
2008-10-01,Diseases of the genitourinary system,97
2008-10-01,"Pregnancy, childbirth and the puerperium",4
2008-10-01,Certain conditions originating in the perinatal period,42
2008-10-01,"Congenital malformations, deformations and chromosomal abnormalities",35
2008-10-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",40
2008-10-01,External causes of morbidity and mortality,301
2008-11-01,Certain infectious and parasitic diseases,104
2008-11-01,Neoplasms,1078
2008-11-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,21
2008-11-01,"Endocrine, nutritional and metabolic diseases",185
2008-11-01,Mental and behavioural disorders,122
2008-11-01,Diseases of the nervous system,144
2008-11-01,Diseases of the circulatory system,1297
2008-11-01,Diseases of the respiratory system,254
2008-11-01,Diseases of the digestive system,122
2008-11-01,Diseases of the skin and subcutaneous tissue,7
2008-11-01,Diseases of the musculoskeletal system and connective tissue,24
2008-11-01,Diseases of the genitourinary system,109
2008-11-01,"Pregnancy, childbirth and the puerperium",2
2008-11-01,Certain conditions originating in the perinatal period,44
2008-11-01,"Congenital malformations, deformations and chromosomal abnormalities",26
2008-11-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",44
2008-11-01,External causes of morbidity and mortality,288
